Commit SHA,Java File,Old function signature,New function signature
fd6f88f129003ccbf4dc175f7b76a4bdec9ff493,src/main/java/org/mockito/internal/debugging/LocationImpl.java,"computeStackTraceInformation(StackTraceFilter, Throwable)","computeStackTraceInformation(StackTraceFilter, Throwable, boolean)"
fd6f88f129003ccbf4dc175f7b76a4bdec9ff493,src/main/java/org/mockito/internal/debugging/LocationImpl.java,"LocationImpl(StackTraceFilter, Throwable)","LocationImpl(StackTraceFilter, Throwable, boolean)"
fd6f88f129003ccbf4dc175f7b76a4bdec9ff493,src/main/java/org/mockito/internal/debugging/LocationImpl.java,"LocationImpl(Throwable)","LocationImpl(StackTraceFilter, Throwable, boolean)"
fd6f88f129003ccbf4dc175f7b76a4bdec9ff493,src/main/java/org/mockito/internal/debugging/LocationImpl.java,"LocationImpl(Throwable)","LocationImpl(Throwable, boolean)"
fd6f88f129003ccbf4dc175f7b76a4bdec9ff493,src/main/java/org/mockito/internal/exceptions/stacktrace/StackTraceFilter.java,"filterFirst(Throwable)","filterFirst(Throwable, boolean)"
ea745bffa1b47fe496bfd47f7813257b42aa80da,src/test/java/org/mockito/internal/verification/checkers/MissingInvocationCheckerTest.java,"buildIntArgMethod()","buildIntArgMethod(InvocationBuilder)"
3d2e721fafa390dbe13ccfe891816bbc809823d4,src/main/java/org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator.java,"nameFor(Class, ClassLoader)","nameFor(Class, Set, ClassLoader)"
02e1445f304a1c4ad41ed71b3cd0096a3be52292,src/main/java/org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator.java,"addReadEdgeByProbe(Class)","addReadEdgeByProbe(Class, Class)"
423bfff5fe09d44a7d229bed17404d2bee4aaa6c,subprojects/module-test/src/test/java/org/mockito/moduletest/CanLoadWithSimpleModule.java,"layer(Path)","layer(Path, boolean)"
831ca145685755ff2a81ad81d1b59870a679dd38,src/main/java/org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator.java,"nameFor(Class)","nameFor(Class, ClassLoader)"
137278d265e8ddc3566cfd7e0faec129d6f3835e,src/main/java/org/mockito/internal/exceptions/Reporter.java,"stubPassedToVerify()","stubPassedToVerify(Object)"
27876964df6738e616c28980590aff8b8e93982b,src/main/java/org/mockito/internal/junit/DefaultStubbingLookupListener.java,"onStubbingLookup(Invocation, Stubbing, MockCreationSettings)","onStubbingLookup(Invocation, Stubbing, List, MockCreationSettings)"
27876964df6738e616c28980590aff8b8e93982b,src/main/java/org/mockito/internal/junit/DefaultStubbingLookupListener.java,"potentialArgMismatches(Invocation)","potentialArgMismatches(Invocation, Collection)"
27876964df6738e616c28980590aff8b8e93982b,src/main/java/org/mockito/internal/listeners/StubbingLookupListener.java,"onStubbingLookup(Invocation, Stubbing, MockCreationSettings)","onStubbingLookup(Invocation, Stubbing, List, MockCreationSettings)"
db4912e338a991a31429acfa7c64b4cefd3f0240,src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java,"setAnswersForStubbing(List)","setAnswersForStubbing(List, Strictness)"
ab2e7eb1a62fb9360aa3c8ade41bde564a17cc05,src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java,"addAnswer(Answer, boolean)","addAnswer(Answer, boolean, Strictness)"
ab2e7eb1a62fb9360aa3c8ade41bde564a17cc05,src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java,"addAnswer(Answer)","addAnswer(Answer, Strictness)"
ab2e7eb1a62fb9360aa3c8ade41bde564a17cc05,src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java,"addAnswer(Answer)","addAnswer(Answer, boolean, Strictness)"
18456b70c4c97dd75322f749eb7eb2fe2c0e9ec0,src/main/java/org/mockito/internal/junit/DefaultStubbingLookupListener.java,"onStubbingLookup(Invocation, MatchableInvocation)","onStubbingLookup(Invocation, MatchableInvocation, MockCreationSettings)"
18456b70c4c97dd75322f749eb7eb2fe2c0e9ec0,src/main/java/org/mockito/internal/listeners/StubbingLookupListener.java,"onStubbingLookup(Invocation, MatchableInvocation)","onStubbingLookup(Invocation, MatchableInvocation, MockCreationSettings)"
8626ba8d9aa11eccfba0e9b6d442d877b9b99b28,src/main/java/org/mockito/internal/invocation/InterceptedInvocation.java,"InterceptedInvocation(Object, MockitoMethod, Object[], RealMethod, Location, int)","InterceptedInvocation(Object, boolean, MockitoMethod, Object[], RealMethod, Location, int)"
4938d8f4e3dd66feb8f3078e9b7cb2364e0f64ea,src/main/java/org/mockito/internal/framework/DefaultMockitoSession.java,"DefaultMockitoSession(List, Strictness, MockitoLogger)","DefaultMockitoSession(List, String, Strictness, MockitoLogger)"
bb4c78c2debe7087882e3a6dd66de037590b40f0,src/main/java/org/mockito/internal/creation/bytebuddy/MockFeatures.java,"MockFeatures(Class, Set, SerializableMode)","MockFeatures(Class, Set, SerializableMode, boolean)"
bb4c78c2debe7087882e3a6dd66de037590b40f0,src/main/java/org/mockito/internal/creation/bytebuddy/MockFeatures.java,"withMockFeatures(Class, Set, SerializableMode)","withMockFeatures(Class, Set, SerializableMode, boolean)"
bf9524388ba5fc8f3350399a65c0ccd31442f730,src/main/java/org/mockito/internal/util/MockitoMock.java,"MockitoMock(MockHandler)","MockitoMock(Object, MockHandler)"
260391cc83071b861968f4845bb005601b76658d,src/main/java/org/mockito/MockitoFramework.java,"createInvocation(Object, MockCreationSettings, Method, Object[])","createInvocation(Object, MockCreationSettings, Method, Callable, Object[])"
260391cc83071b861968f4845bb005601b76658d,src/main/java/org/mockito/internal/framework/DefaultMockitoFramework.java,"createInvocation(Object, MockCreationSettings, Method, Object[])","createInvocation(Object, MockCreationSettings, Method, Callable, Object[])"
a3e366c2dc12ad15e6eda3b3087e69cc642b95b3,src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodInterceptor.java,"createMockitoMethod(Method)","createMockitoMethod(Method, MockCreationSettings)"
ccd5e85a0c60e7f3ae10ac86db1e5110966e9d41,src/main/java/org/mockito/internal/creation/bytebuddy/InterceptedInvocation.java,"InterceptedInvocation(Object, MockitoMethod, Object[], SuperMethod, int)","InterceptedInvocation(Object, MockitoMethod, Object[], SuperMethod, Location, int)"
6a82c030756a30932406d6b807e7ca34f20631e3,src/main/java/org/mockito/MockSettings.java,"useConstructor()","useConstructor(Object[])"
6a82c030756a30932406d6b807e7ca34f20631e3,src/main/java/org/mockito/internal/creation/MockSettingsImpl.java,"useConstructor()","useConstructor(Object[])"
6a82c030756a30932406d6b807e7ca34f20631e3,src/main/java/org/mockito/internal/creation/instance/ConstructorInstantiator.java,"ConstructorInstantiator(Object)","ConstructorInstantiator(boolean, Object[])"
1d285102bb01150f6399604aa900bd3f3365e4e7,src/main/java/org/mockito/internal/stubbing/answers/ReturnsArgumentAt.java,"validateIndexWithinInvocationRange(InvocationOnMock)","validateIndexWithinInvocationRange(InvocationOnMock, int)"
34ee625e141feec4cea82b1e6590dce6e2d27a44,src/main/java/org/mockito/internal/runners/SilentJUnitRunner.java,"SilentJUnitRunner(Class)","SilentJUnitRunner(Class, Supplier)"
b9f1511567fa96cfba89528883f70d24c90d18e7,src/main/java/org/mockito/internal/verification/MockAwareVerificationMode.java,"MockAwareVerificationMode(Object, VerificationMode)","MockAwareVerificationMode(Object, VerificationMode, Set)"
52780bf4cab6fc6e7d61d03f1ab5e2db4a1bc1ae,src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java,"isMocked(Object)","isMocked(Object, Method)"
52780bf4cab6fc6e7d61d03f1ab5e2db4a1bc1ae,src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodDispatcher.java,"isMocked(Object)","isMocked(Object, Method)"
b0bedc5159f04054a5664c0a817100860b4c6e4a,buildSrc/src/main/groovy/org/mockito/release/notes/GitNotesBuilder.java,"buildNotes(String, String, String)","buildNotes(String, String, String, Map)"
b0bedc5159f04054a5664c0a817100860b4c6e4a,buildSrc/src/main/groovy/org/mockito/release/notes/NotesBuilder.java,"buildNotes(String, String, String)","buildNotes(String, String, String, Map)"
b0bedc5159f04054a5664c0a817100860b4c6e4a,buildSrc/src/main/groovy/org/mockito/release/notes/improvements/GitHubImprovementsProvider.java,"getImprovements(ContributionSet)","getImprovements(ContributionSet, Map)"
b0bedc5159f04054a5664c0a817100860b4c6e4a,buildSrc/src/main/groovy/org/mockito/release/notes/improvements/ImprovementsProvider.java,"getImprovements(ContributionSet)","getImprovements(ContributionSet, Map)"
26a0854fbe7f762f5b9d180710bc6cbef246921e,src/main/java/org/mockito/internal/junit/JUnitRule.java,"JUnitRule(MockitoLogger)","JUnitRule(MockitoLogger, boolean)"
dff5510cb3e97dae414e58ba85825ad01b273c72,src/main/java/org/mockito/internal/junit/JUnitRule.java,"apply(Statement, Object)","apply(Statement, FrameworkMethod, Object)"
9d5176f738f887cd6b2a7447deedd21f9518fae0,src/main/java/org/mockito/internal/util/StringJoiner.java,"join(Iterable)","join(String, Iterable)"
3f207146f807bfe472fd99d2e9a139d42763a453,src/main/java/org/mockito/internal/invocation/InvocationImpl.java,"InvocationImpl(Object, MockitoMethod, Object[], int, RealMethod)","InvocationImpl(Object, MockitoMethod, Object[], int, RealMethod, Location)"
6df356efcaf28262ec75db2d8e7a2bf7eafb5349,src/main/java/org/mockito/internal/stubbing/BaseStubbing.java,"thenThrow(Class<? extends Throwable>[])","thenThrow(Class, Class<? extends Throwable>[])"
6df356efcaf28262ec75db2d8e7a2bf7eafb5349,src/main/java/org/mockito/stubbing/OngoingStubbing.java,"thenThrow(Class<? extends Throwable>[])","thenThrow(Class, Class<? extends Throwable>[])"
110ffa80070bf54ab8efabdaaa27b193a93d6128,src/org/mockito/internal/configuration/injection/filter/FinalMockCandidateFilter.java,"filterCandidate(Collection, Field, Object)","filterCandidate(Collection, Field, List, Object)"
110ffa80070bf54ab8efabdaaa27b193a93d6128,src/org/mockito/internal/configuration/injection/filter/MockCandidateFilter.java,"filterCandidate(Collection, Field, Object)","filterCandidate(Collection, Field, List, Object)"
110ffa80070bf54ab8efabdaaa27b193a93d6128,src/org/mockito/internal/configuration/injection/filter/NameBasedCandidateFilter.java,"filterCandidate(Collection, Field, Object)","filterCandidate(Collection, Field, List, Object)"
110ffa80070bf54ab8efabdaaa27b193a93d6128,src/org/mockito/internal/configuration/injection/filter/TypeBasedCandidateFilter.java,"filterCandidate(Collection, Field, Object)","filterCandidate(Collection, Field, List, Object)"
125f6c61ec26c2a61483dd4507b0fc18e76c59a0,buildSrc/src/main/groovy/org/mockito/release/version/DefaultVersionTool.java,"incrementVersion(String)","incrementVersion(String, File)"
125f6c61ec26c2a61483dd4507b0fc18e76c59a0,buildSrc/src/main/groovy/org/mockito/release/version/VersionTool.java,"incrementVersion(String)","incrementVersion(String, File)"
27b1b22c9e784b37a69ab1c3b5ba90f3dd47dfe6,buildSrc/src/main/groovy/org/mockito/release/git/DefaultGitAuthor.java,"DefaultGitAuthor(String, String)","DefaultGitAuthor(String, String, ProcessRunner)"
750d980f3da4b8a33e36e244cb9fd4d985979d04,buildSrc/src/main/groovy/org/mockito/release/git/Git.java,"gitTool()","gitTool(ProcessRunner)"
6668b19a3adfdce6579fd3c230c7015893c65ea7,src/org/mockito/internal/util/reflection/GenericMetadataSupport.java,"registerTypeParametersOn(TypeVariable[])","registerTypeParametersOn(TypeVariable[], TypeVariable[])"
27d31a54c17c804683d3d4b7a2f0e336270ec7f9,buildSrc/src/main/groovy/org/mockito/release/notes/GitNotesBuilder.java,"buildNotes(String, String)","buildNotes(String, String, String)"
27d31a54c17c804683d3d4b7a2f0e336270ec7f9,buildSrc/src/main/groovy/org/mockito/release/notes/NotesBuilder.java,"buildNotes(String, String)","buildNotes(String, String, String)"
27d31a54c17c804683d3d4b7a2f0e336270ec7f9,buildSrc/src/main/groovy/org/mockito/release/notes/util/ReleaseNotesException.java,"ReleaseNotesException(String)","ReleaseNotesException(String, Throwable)"
84efa099ab968775ce25ff3e55af81802a964010,buildSrc/src/main/groovy/org/mockito/release/notes/vcs/GitContributionsProvider.java,"GitContributionsProvider(GitLogProvider)","GitContributionsProvider(GitLogProvider, Predicate)"
7886e43ead51c44e35166a87c061e6b2c60ebfa6,src/org/mockito/internal/creation/instance/InstantiatorProvider.java,"getInstantiator()","getInstantiator(MockCreationSettings)"
de6c65820bc791a45dd4cb842aba4726de114fd8,src/org/mockito/internal/creation/jmock/ClassImposterizer.java,"ClassImposterizer()","ClassImposterizer(InstanceFactory)"
b211f3290f55b02c2182d4f17c79f16c14346ddb,src/org/mockito/internal/creation/jmock/ClassImposterizer.java,"imposterise(MethodInterceptor, Class, Class<?>[])","imposterise(InstanceFactory, MethodInterceptor, Class, Class<?>[])"
b211f3290f55b02c2182d4f17c79f16c14346ddb,src/org/mockito/internal/creation/jmock/ClassImposterizer.java,"imposterise(MethodInterceptor, Class, Collection)","imposterise(InstanceFactory, MethodInterceptor, Class, Collection)"
e54756598483b9f9cbe80bf20344edad1191d777,src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"newDeepStubMock(GenericMetadataSupport)","newDeepStubMock(GenericMetadataSupport, Object)"
e54756598483b9f9cbe80bf20344edad1191d777,src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"withSettingsUsing(GenericMetadataSupport)","withSettingsUsing(GenericMetadataSupport, MockCreationSettings)"
46158895587c8386aa9ecde36fb1d49189aacc5d,src/org/mockito/internal/verification/VerificationAfterDelayImpl.java,"VerificationAfterDelayImpl(int, VerificationMode)","VerificationAfterDelayImpl(int, int, VerificationMode)"
cf6e59d2d67d9956d9d5331c8dcdd268f2499bf2,src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"getMock(InvocationOnMock)","getMock(InvocationOnMock, GenericMetadataSupport)"
344bbe373e920b53c61190527cbd59bec2a582ae,src/org/mockito/internal/stubbing/InvocationContainerImpl.java,"InvocationContainerImpl(MockingProgress)","InvocationContainerImpl(MockingProgress, MockCreationSettings)"
427bc00158d56d9e11ac49c76104b40e4a6e4b66,src/org/mockito/internal/MockHandler.java,"MockHandler()","MockHandler(MockSettingsInfo)"
faf7250a7a79709faf698fd09f3ef9480ebcd107,src/org/mockito/internal/invocation/Invocation.java,"argumentsToMatchers()","argumentsToMatchers(Object[])"
e989b7e84b4f9b2e5b3b70e766d6215fd68fcb3b,src/org/mockito/internal/util/reflection/FieldInitializationReport.java,"FieldInitializationReport(Object, boolean)","FieldInitializationReport(Object, boolean, boolean)"
aa437c768b9b67d1c8c2a91952899468491a105c,src/org/mockito/internal/MockHandler.java,"notifyInvocationListener(Invocation)","notifyInvocationListener(Invocation, InvocationListener)"
48da013300b1f151dfcbde995e85ac1d5ca60f84,cglib-and-asm/src/org/mockito/cglib/proxy/CallbackFilter.java,"accept(Method)","accept(Method, List)"
48da013300b1f151dfcbde995e85ac1d5ca60f84,cglib-and-asm/src/org/mockito/cglib/proxy/CallbackHelper.java,"accept(Method)","accept(Method, List)"
3c924f80a4db3692a13341f0da4517052ab77a2a,src/org/mockito/exceptions/Reporter.java,"smartNullPointerException(Location)","smartNullPointerException(Object, Location)"
97c667e4239e3f8c8fca36dbcebdd21a994181ca,src/org/mockito/exceptions/Reporter.java,"notAMockPassedToVerify()","notAMockPassedToVerify(Class)"
8b051e0f2f142a1c50fa9f0373a8a90cdf530c52,src/org/mockito/exceptions/Reporter.java,"cannotStubVoidMethodWithAReturnValue()","cannotStubVoidMethodWithAReturnValue(String)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/invocation/InvocationMarker.java,"markVerifiedInOrder(List, CapturesArgumensFromInvocation)","markVerifiedInOrder(List, CapturesArgumensFromInvocation, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/invocation/InvocationsFinder.java,"findPreviousVerifiedInOrder(List)","findPreviousVerifiedInOrder(List, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/invocation/InvocationsFinder.java,"removeVerifiedInOrder(List)","removeVerifiedInOrder(List, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/invocation/InvocationsFinder.java,"findAllMatchingUnverifiedChunks(List, InvocationMatcher)","findAllMatchingUnverifiedChunks(List, InvocationMatcher, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/invocation/InvocationsFinder.java,"findMatchingChunk(List, InvocationMatcher, int)","findMatchingChunk(List, InvocationMatcher, int, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/verification/checkers/MissingInvocationInOrderChecker.java,"check(List, InvocationMatcher, VerificationMode)","check(List, InvocationMatcher, VerificationMode, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,src/org/mockito/internal/verification/checkers/NumberOfInvocationsInOrderChecker.java,"check(List, InvocationMatcher, int)","check(List, InvocationMatcher, int, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,test/org/mockito/internal/verification/checkers/InvocationsFinderStub.java,"findMatchingChunk(List, InvocationMatcher, int)","findMatchingChunk(List, InvocationMatcher, int, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,test/org/mockito/internal/verification/checkers/InvocationsFinderStub.java,"findPreviousVerifiedInOrder(List)","findPreviousVerifiedInOrder(List, InOrderContext)"
913b4982da55113eba0f67d334cefa7e29a4c4d2,test/org/mockito/internal/verification/checkers/InvocationsFinderStub.java,"findAllMatchingUnverifiedChunks(List, InvocationMatcher)","findAllMatchingUnverifiedChunks(List, InvocationMatcher, InOrderContext)"
620f8faed0ad132961aae3a8671120e0929ce828,src/org/mockito/internal/MockitoCore.java,"mock(Class, MockSettings)","mock(Class, MockSettings, boolean)"
c427a8fc30b63e8666ee45d86fc4e31e50a000d5,src/org/mockito/internal/creation/MethodInterceptorFilter.java,"MethodInterceptorFilter(IMockHandler)","MethodInterceptorFilter(IMockHandler, MockSettingsImpl)"
984668df110b2b7a0faa6fb10ba095adde6bc9d3,src/org/mockito/internal/debugging/DebuggingInfo.java,"getWarnings()","getWarnings(boolean)"
96eb120024a113e4f3a974f4ab98ce8f200232ef,src/org/mockito/internal/reporting/SmartPrinter.java,"SmartPrinter(PrintingFriendlyInocation, PrintingFriendlyInocation)","SmartPrinter(PrintingFriendlyInocation, PrintingFriendlyInocation, Matcher[])"
24272cc9b43a8b74ff1cd92fb84d58f2a6e389ba,src/org/mockito/internal/invocation/PrintSettings.java,"verboseMatchers()","verboseMatchers(Matcher[])"
d01635e888cb0a1313355423053dc0d33653edbd,test/org/mockitoutil/TestBase.java,"invocationOf(Class, String)","invocationOf(Class, String, Object[])"
9a93c496a17d5dc31c9d1c8701bee6dad0eb2aa4,src/org/mockito/internal/MockitoCore.java,"mock(Class, String, T, ReturnValues)","mock(Class, AncillaryTypes, String, T, ReturnValues)"
9a93c496a17d5dc31c9d1c8701bee6dad0eb2aa4,src/org/mockito/internal/creation/jmock/ClassImposterizer.java,"createProxyClass(Class)","createProxyClass(Class, Class<?>[])"
9a93c496a17d5dc31c9d1c8701bee6dad0eb2aa4,src/org/mockito/internal/util/MockUtil.java,"createMock(Class, MockingProgress, String, T, ReturnValues)","createMock(Class, AncillaryTypes, MockingProgress, String, T, ReturnValues)"
0bac85d866d19584703a838033166f14e132b47a,src/org/mockito/runners/VerboseMockitoJUnitRunner.java,"VerboseMockitoJUnitRunner(Class, MockitoLogger)","VerboseMockitoJUnitRunner(Class, MockitoLogger, RunnerImpl)"
634d34822abe02168f897f5722ce1ab014e1de05,src/org/mockito/internal/invocation/Invocation.java,"Invocation(Object, Method, Object[], int)","Invocation(Object, Method, Object[], int, MethodProxy)"
ec4c1998400d6072d0293049b78df459c7921ec4,src/org/mockito/exceptions/Reporter.java,"unfinishedStubbing()","unfinishedStubbing(Location)"
b7b9c5cf1f8210713434255e8c8274d29eef4032,src/org/mockito/exceptions/Reporter.java,"unfinishedStubbing()","unfinishedStubbing(Location)"
b7b9c5cf1f8210713434255e8c8274d29eef4032,src/org/mockito/internal/stubbing/MockitoStubber.java,"setInvocationForPotentialStubbing(InvocationMatcher)","setInvocationForPotentialStubbing(InvocationMatcher, OngoingStubbing)"
3838394d18dcf5bde84a46ef7eeeab7491b6d706,src/org/mockito/exceptions/Reporter.java,"misplacedArgumentMatcher()","misplacedArgumentMatcher(Location)"
05930a300f030f034af656e0165aab9f395efd85,src/org/mockito/exceptions/Reporter.java,"unfinishedVerificationException()","unfinishedVerificationException(Location)"
078216699ba90f9582bd3133d6dbfca96763a63d,src/org/mockito/internal/debugging/DebuggingInfo.java,"printInfo()","printInfo(MockitoLogger)"
affa89d1e43844ba83bd152fe41c5688d6b3df3f,src/org/mockito/internal/invocation/MatchersBinder.java,"bindMatchers(Invocation)","bindMatchers(LastArguments, Invocation)"
f8c30b0e5ed529eb58ee265b4ce13d353662cb46,src/org/mockito/internal/progress/MockingProgress.java,"stubbingCompleted()","stubbingCompleted(Invocation)"
f8c30b0e5ed529eb58ee265b4ce13d353662cb46,src/org/mockito/internal/progress/MockingProgressImpl.java,"stubbingCompleted()","stubbingCompleted(Invocation)"
f8c30b0e5ed529eb58ee265b4ce13d353662cb46,src/org/mockito/internal/progress/ThreadSafeMockingProgress.java,"stubbingCompleted()","stubbingCompleted(Invocation)"
f79e36a635cd08eca34cefb16cf51fb9ca7ee923,src/org/mockito/internal/MockHandler.java,"MockHandler(String, MockingProgress, MatchersBinder)","MockHandler(String, MockingProgress, MatchersBinder, ReturnValues)"
f79e36a635cd08eca34cefb16cf51fb9ca7ee923,src/org/mockito/internal/util/MockUtil.java,"createMock(Class, MockingProgress, String, T)","createMock(Class, MockingProgress, String, T, ReturnValues)"
1bd90b762d1d70fdd955795e87c07a95b8aaa165,src/org/mockito/internal/progress/VerificationModeImpl.java,"VerificationModeImpl(Integer, List, Verification)","VerificationModeImpl(Integer, Integer, List, Verification)"
e15f06c074844ed4f4d2a8ae925d6567361389db,src/org/mockito/internal/MockHandler.java,"voidMethodStubbable()","voidMethodStubbable(T)"
14065beb6cae316d657c8a3639e8b4c4cbdc1776,src/org/mockito/internal/creation/MockFactory.java,"createMock(Class, MethodInterceptorFilter)","createMock(Class, MethodInterceptorFilter, Object)"
14065beb6cae316d657c8a3639e8b4c4cbdc1776,src/org/mockito/internal/util/MockUtil.java,"createMock(Class, String, MockingProgress)","createMock(Class, String, MockingProgress, T)"
6589a1df9455271a24da26396925858096d93575,src/org/mockito/internal/stubbing/Answer.java,"answer()","answer(InvocationOnMock)"
6589a1df9455271a24da26396925858096d93575,src/org/mockito/internal/stubbing/StubbedInvocationMatcher.java,"answer()","answer(Invocation)"
56b350361e2c67a9caa8fe52939e45672cf9a57a,src/org/mockito/internal/invocation/Invocation.java,"toString(List)","toString(List, boolean)"
2aed41e05ce13fcea277944b7b7b772a62eed848,src/org/mockito/internal/MockHandler.java,"MockHandler(MockingProgress, MatchersBinder)","MockHandler(String, MockingProgress, MatchersBinder)"
2aed41e05ce13fcea277944b7b7b772a62eed848,src/org/mockito/internal/MockUtil.java,"createMock(Class, MockingProgress)","createMock(Class, String, MockingProgress)"
7862537386334b6495988ce5ebf1adf749009b3e,src/org/mockito/internal/invocation/Invocation.java,"isToString()","isToString(Invocation)"
15dbf27d9f211bf591f7c35198c833f977895964,src/org/mockito/internal/verification/MissingInvocationVerifier.java,"MissingInvocationVerifier(InvocationsAnalyzer, Reporter)","MissingInvocationVerifier(InvocationsAnalyzer, ActualInvocationsFinder, Reporter)"
15dbf27d9f211bf591f7c35198c833f977895964,src/org/mockito/internal/verification/NumberOfInvocationsVerifier.java,"NumberOfInvocationsVerifier(Reporter, InvocationsAnalyzer)","NumberOfInvocationsVerifier(Reporter, InvocationsAnalyzer, ActualInvocationsFinder)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/invocation/InvocationsCalculator.java,"getFirstUndesiredInvocationStackTrace(InvocationMatcher, VerificationMode)","getFirstUndesiredInvocationStackTrace(List, InvocationMatcher, VerificationMode)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/invocation/InvocationsCalculator.java,"countActual(InvocationMatcher)","countActual(List, InvocationMatcher)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/invocation/InvocationsCalculator.java,"getFirstUnverified()","getFirstUnverified(List)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/invocation/InvocationsCalculator.java,"findActualInvocation(InvocationMatcher)","findActualInvocation(List, InvocationMatcher)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/invocation/InvocationsCalculator.java,"getLastInvocationStackTrace(InvocationMatcher)","getLastInvocationStackTrace(List, InvocationMatcher)"
ee88d188ae5cbb0b0058e13cf747b0a609c7f606,src/org/mockito/internal/verification/NumberOfInvocationsVerifier.java,"NumberOfInvocationsVerifier(Reporter)","NumberOfInvocationsVerifier(Reporter, InvocationsCalculator)"
470659bb04a2837628dba1616bd1a14640e4967a,src/org/mockito/internal/progress/VerificationMode.java,"VerificationMode(Integer, List)","VerificationMode(Integer, List, Verification)"
2280719d768e3b1500bdb654a5c5b94ec913031b,src/org/mockito/internal/stubbing/Result.java,"createThrowResult(Throwable)","createThrowResult(Throwable, StackTraceFilter)"
7227635dd071e1ae47338b89fb9184186854b6fa,src/org/mockito/internal/AllInvocationsFinder.java,"allInvocationsInOrder()","allInvocationsInOrder(List)"
7227635dd071e1ae47338b89fb9184186854b6fa,src/org/mockito/internal/invocation/InvocationsChunker.java,"getFirstUnverifiedInvocationChunk()","getFirstUnverifiedInvocationChunk(List)"
7227635dd071e1ae47338b89fb9184186854b6fa,src/org/mockito/internal/invocation/InvocationsFinder.java,"allInvocationsInOrder()","allInvocationsInOrder(List)"
7227635dd071e1ae47338b89fb9184186854b6fa,src/org/mockito/internal/verification/VerifyingRecorder.java,"VerifyingRecorder(InvocationsMarker, List)","VerifyingRecorder(InvocationsChunker, InvocationsMarker, List)"
7227635dd071e1ae47338b89fb9184186854b6fa,src/org/mockito/internal/verification/VerifyingRecorder.java,"VerifyingRecorder()","VerifyingRecorder(InvocationsChunker, InvocationsMarker, List)"
110e46a16b4fa91c1856958e78cc45fe70fff9d2,src/org/mockito/internal/MockControl.java,"MockControl(MockitoState)","MockControl(MockitoState, MatchersBinder)"
b874832634a8a31693dbce7ccec9390bb2bf7dce,src/org/mockito/exceptions/Exceptions.java,"strictlyWantedInvocationDiffersFromActual(String, String)","strictlyWantedInvocationDiffersFromActual(String, String, HasStackTrace)"
16a1d6434e9975d167ee9519b041592cb23c1b4c,src/org/mockito/exceptions/Exceptions.java,"wantedInvocationDiffersFromActual(String, String)","wantedInvocationDiffersFromActual(String, String, List)"
be441d5f7db085e2b52c62e7182eed394c3b5916,src/org/mockito/exceptions/UnfinishedVerificationException.java,"UnfinishedVerificationException()","UnfinishedVerificationException(String)"
f6a503519f2f7eff22490079b8c9a70a000c4e3c,src/org/mockito/exceptions/MissingMethodInvocationException.java,"MissingMethodInvocationException()","MissingMethodInvocationException(String)"
30f5896be58a2cc8a0a157f09cdf3f1c226c3103,src/org/mockito/internal/Invocation.java,"Invocation(Object, Method, Object[])","Invocation(Object, Method, Object[], int)"
80279d6b0928f5af520dfe3bc10e0bcd46f64516,src/org/mockito/exceptions/NumberOfInvocationsAssertionError.java,"NumberOfInvocationsAssertionError(int, int)","NumberOfInvocationsAssertionError(int, int, InvocationWithMatchers)"
5f41dde62faa4c3c381d29cb550243fa2378e8d0,src/org/mockito/internal/MockitoControl.java,"MockitoControl()","MockitoControl(MockitoState, LastArguments)"
